SeuqenceID,Lineage,Sublineage ,Type,LBI_value
TB-222-6963-19_S213,Lineage4,ural,Non-MDR,0.009036838
TB-222-3940-18_S179,Lineage4,ural,Non-MDR,0.008563491
TB-111-14558-19_S78,Lineage4,ural,Non-MDR,0.008598168
TB-222-182-19_S200,Lineage4,ural,Non-MDR,0.008546209
TB-111-19925-19_S143,Lineage4,ural,Non-MDR,0.008873989
TB-MoldovaSeq-DNA0316-4135_S319,Lineage4,ural,Non-MDR,0.008712456
TB-222-6794-18_S69,Lineage4,ural,Non-MDR,0.007926994
TB-111-17429-18_S15,Lineage4,ural,Non-MDR,0.008549931
TB-222-18-19_S24,Lineage4,ural,Non-MDR,0.007930412
TB-222-7237-18_S66,Lineage4,ural,Non-MDR,0.008397535
TB-111-238-18_S242,Lineage4,ural,Non-MDR,0.007935241
TB-333-2093-19_S34,Lineage4,ural,Non-MDR,0.007935241
TB-111-12146-18_S113,Lineage4,ural,Non-MDR,0.008088157
TB-DNA0347_S204,Lineage4,ural,Non-MDR,0.00763839
TB-111-10034-18_S147,Lineage4,ural,Non-MDR,0.006720978
TB-333-4940-19_S72,Lineage4,ural,Non-MDR,0.007080725
TB-111-21453-19_S133,Lineage4,ural,Non-MDR,0.006081171
TB-333-1861-19_S23,Lineage4,ural,Non-MDR,0.007708274
TB-111-14100-18_S68,Lineage4,ural,Non-MDR,0.006589916
TB-111-566-18-138_S171,Lineage4,ural,Non-MDR,0.0061903
TB-111-9992-18_S143,Lineage4,ural,Non-MDR,0.005568842
TB-222-239-19_S2,Lineage4,ural,Non-MDR,0.005367192
TB-MoldovaSeq-DNA0258-3079_S68,Lineage4,ural,Non-MDR,0.005176664
TB-111-3880-19_S265,Lineage4,ural,Non-MDR,0.005308334
TB-111-7609-18_S176,Lineage4,ural,Non-MDR,0.008097161
TB-MoldovaSeq-DNA0298-371_S301,Lineage4,ural,Non-MDR,0.007656365
TB-222-2117-18_S147,Lineage4,ural,Non-MDR,0.003939574
TB-111-23367-18F_S224,Lineage4,ural,Non-MDR,0.004104129
TB-111-4415-19_S64,Lineage4,ural,Non-MDR,0.004815449
TB-111-8777-18_S79,Lineage4,ural,Non-MDR,0.004561273
TB-222-4805-18_S74,Lineage4,ural,Non-MDR,0.005087899
TB-MoldovaSeq-DNA170-2377_S171,Lineage4,ural,Non-MDR,0.0043541
TB-111-10300-18_S97,Lineage4,ural,Non-MDR,0.003689436
TB-MoldovaSeq-DNA013-536_S13,Lineage4,ural,Non-MDR,0.004118597
TB-DNA0336_S193,Lineage4,ural,Non-MDR,0.004819764
TB-MoldovaSeq-DNA0238-3731_S48,Lineage4,ural,Non-MDR,0.004645668
TB-111-19695-18_S173,Lineage4,ural,Non-MDR,0.005161769
TB-111-9488-19-138_S76,Lineage4,ural,Non-MDR,0.00463195
TB-333-2018-19_S31,Lineage4,ural,Non-MDR,0.004297861
TB-MoldovaSeq-DNA091-824_S91,Lineage4,ural,Non-MDR,0.004593818
TB-111-17649-19_S3,Lineage4,ural,Non-MDR,0.004869706
TB-222-3854-18_S61,Lineage4,ural,MDR,0.003923344
TB-111-2736-19_S108,Lineage4,ural,Non-MDR,0.004090527
TB-MoldovaSeq-DNA023-182_S23,Lineage4,ural,MDR,0.004648692
TB-DNA0345_S202,Lineage4,ural,Non-MDR,0.005704518
TB-MoldovaSeq-DNA112-1809_S113,Lineage4,ural,Non-MDR,0.005704518
TB-222-6399-19_S260,Lineage4,ural,Non-MDR,0.011067361
TB-111-16645-19_S110,Lineage4,ural,Non-MDR,0.011608948
TB-111-20948-18_S39,Lineage4,ural,Non-MDR,0.011824386
TB-MoldovaSeq-DNA0197-2109_S7,Lineage4,ural,Non-MDR,0.011404192
TB-DNA0356_S213,Lineage4,ural,Non-MDR,0.011403287
TB-111-20546-19_S105,Lineage4,ural,Non-MDR,0.011403287
TB-111-19597-18_S76,Lineage4,ural,MDR,0.010567345
TB-111-903-19_S92,Lineage4,ural,Non-MDR,0.012942068
TB-111-16979-18_S43,Lineage4,ural,Non-MDR,0.011786865
TB-111-10558-18_S42,Lineage4,ural,Non-MDR,0.011347403
TB-111-9797-18_S155,Lineage4,ural,Non-MDR,0.012007955
TB-333-964-19_S41,Lineage4,ural,Non-MDR,0.012942571
TB-111-16817-18_S138,Lineage4,ural,Non-MDR,0.011125237
TB-111-20109-18_S2,Lineage4,ural,Non-MDR,0.01223373
TB-MoldovaSeq-DNA0276-3306_S86,Lineage4,ural,Non-MDR,0.011987259
TB-222-644-18_S138,Lineage4,ural,Non-MDR,0.012940093
TB-444-6061-18_S104,Lineage4,ural,Non-MDR,0.011550024
TB-111-16485-19_S117,Lineage4,ural,Non-MDR,0.011347831
TB-111-18854-18-138_S26,Lineage4,ural,Non-MDR,0.012438755
TB-222-2620-18-138_S4,Lineage4,ural,Non-MDR,0.012248371
TB-111-1233-19-138_S40,Lineage4,ural,Non-MDR,0.01243234
TB-111-9037-18_S92,Lineage4,ural,Non-MDR,0.012564304
TB-111-21561-19_S150,Lineage4,ural,Non-MDR,0.012225955
TB-111-4167-19_S189,Lineage4,ural,Non-MDR,0.01199988
TB-111-188-18-138_S147,Lineage4,ural,Non-MDR,0.01176844
TB-111-19199-18_S116,Lineage4,ural,Non-MDR,0.012435323
TB-222-1914-19_S208,Lineage4,ural,Non-MDR,0.011522618
TB-111-11299-19_S242,Lineage4,ural,Non-MDR,0.011062037
TB-222-3678-18_S177,Lineage4,ural,Non-MDR,0.011062037
TB-222-4003-18_S71,Lineage4,ural,Non-MDR,0.010723813
TB-111-18075-18_S141,Lineage4,ural,Non-MDR,0.011769069
TB-444-6286-18_S101,Lineage4,ural,Non-MDR,0.01156546
TB-444-5993-18_S30,Lineage4,ural,Non-MDR,0.010724553
TB-444-6093-18_S105,Lineage4,ural,Non-MDR,0.010724553
TB-111-10713-18_S39,Lineage4,ural,Non-MDR,0.012469177
TB-111-11857-18_S135,Lineage4,ural,Non-MDR,0.011783072
TB-111-15794-18_S149,Lineage4,ural,Non-MDR,0.01201391
TB-111-1672-18-138_S166,Lineage4,ural,Non-MDR,0.012951212
TB-MoldovaSeq-DNA0215-4211_S25,Lineage4,ural,Non-MDR,0.012711698
TB-111-19937-18_S168,Lineage4,ural,Non-MDR,0.011126884
TB-222-2618-18_S51,Lineage4,ural,Non-MDR,0.012462203
TB-MoldovaSeq-DNA0310-3312_S313,Lineage4,ural,Non-MDR,0.012462203
TB-111-1793-18_S286,Lineage4,ural,Non-MDR,0.012463426
TB-444-4048-18_S125,Lineage4,ural,Non-MDR,0.012232536
TB-111-9585-18_S116,Lineage4,ural,Non-MDR,0.011774043
TB-111-19530-19_S147,Lineage4,ural,Non-MDR,0.011574086
TB-111-15201-18_S165,Lineage4,ural,Non-MDR,0.012246323
TB-111-11919-18_S80,Lineage4,ural,Non-MDR,0.012246323
TB-111-1266-19-138_S39,Lineage4,ural,Non-MDR,0.01248513
TB-111-8263-18_S51,Lineage4,ural,Non-MDR,0.011798175
TB-444-1834-18_S13,Lineage4,ural,Non-MDR,0.012696363
TB-MoldovaSeq-DNA135-1833_S136,Lineage4,ural,Non-MDR,0.012696363
TB-111-6421-19_S149,Lineage4,ural,Non-MDR,0.012255734
TB-MoldovaSeq-DNA0199-2025_S9,Lineage4,ural,Non-MDR,0.011359881
TB-111-20799-18_S33,Lineage4,ural,Non-MDR,0.012737871
TB-MoldovaSeq-DNA0330-5305_S333,Lineage4,ural,Non-MDR,0.01202001
TB-111-2895-19_S119,Lineage4,ural,Non-MDR,0.01267684
TB-111-7270-19_S127,Lineage4,ural,Non-MDR,0.011751495
TB-111-15075-18_S144,Lineage4,ural,Non-MDR,0.012444845
TB-DNA0334_S191,Lineage4,ural,Non-MDR,0.012926444
TB-333-1983-19_S47,Lineage4,ural,Non-MDR,0.011311697
TB-MoldovaSeq-DNA0286-4470_S289,Lineage4,ural,Non-MDR,0.012669754
TB-333-1864-19_S91,Lineage4,ural,Non-MDR,0.012191673
TB-111-14675-18_S164,Lineage4,ural,Non-MDR,0.011946277
TB-111-5395-19-138_S29,Lineage4,ural,Non-MDR,0.012660551
TB-111-6799-19-138_S43,Lineage4,ural,Non-MDR,0.011716732
TB-111-16121-18-138_S29,Lineage4,ural,Non-MDR,0.012174188
TB-111-18099-18_S101,Lineage4,ural,Non-MDR,0.011290142
TB-333-3079-19_S79,Lineage4,ural,Non-MDR,0.011735854
TB-111-3235-19_S113,Lineage4,ural,Non-MDR,0.0119523
TB-111-7437-19-138_S33,Lineage4,ural,Non-MDR,0.011945453
TB-111-12840-18_S139,Lineage4,ural,Non-MDR,0.012175112
TB-333-5561-19_S173,Lineage4,ural,Non-MDR,0.010300188
TB-111-1328-19-138_S82,Lineage4,ural,Non-MDR,0.011114089
TB-111-15895-18-138_S49,Lineage4,ural,Non-MDR,0.010900645
TB-MoldovaSeq-DNA0266-3138_S76,Lineage4,ural,Non-MDR,0.012894391
TB-111-1249-19-138_S41,Lineage4,ural,Non-MDR,0.011183709
TB-111-5354-19-138_S61,Lineage4,ural,Non-MDR,0.011183709
TB-111-15903-19_S5,Lineage4,ural,Non-MDR,0.011329678
TB-DNA0375_S232,Lineage4,ural,Non-MDR,0.009947251
TB-333-959-19_S82,Lineage4,ural,Non-MDR,0.006756242
TB-111-795-18_S279,Lineage4,ural,Non-MDR,0.006883324
TB-333-1363-19_S33,Lineage4,ural,Non-MDR,0.006751334
TB-222-1385-18_S79,Lineage4,ural,Non-MDR,0.006587042
TB-222-4397-18_S69,Lineage4,ural,Non-MDR,0.006712206
TB-MoldovaSeq-DNA0277-3449_S87,Lineage4,ural,Non-MDR,0.006538034
TB-111-8385-18_S57,Lineage4,ural,Non-MDR,0.006294252
TB-111-15148-18_S245,Lineage4,ural,Non-MDR,0.006418866
TB-DNA0365_S222,Lineage4,ural,Non-MDR,0.006793622
TB-111-16779-18_S99,Lineage4,ural,Non-MDR,0.007688447
TB-111-17340-18-138_S30,Lineage4,ural,Non-MDR,0.007689002
TB-111-16436-19_S115,Lineage4,ural,Non-MDR,0.007672895
TB-222-608-18_S153,Lineage4,ural,Non-MDR,0.00766058
TB-111-1018-18-138_S165,Lineage4,ural,Non-MDR,0.002046812
TB-333-3938-19_S50,Lineage4,ural,Non-MDR,0.002046812
TB-111-7016-18_S4,Lineage4,ural,Non-MDR,0.002147766
TB-444-5376-18_S110,Lineage4,ural,Non-MDR,0.002089812
TB-222-5058-19_S277,Lineage2,beijing,MDR,0.00152024
TB-333-356-19_S177,Lineage2,beijing,Non-MDR,0.001691703
TB-DNA0340_S197,Lineage2,beijing,Non-MDR,0.001691703
TB-111-17854-18_S98,Lineage2,beijing,Non-MDR,0.007139371
TB-111-17901-18_S118,Lineage2,beijing,Non-MDR,0.007139371
TB-MoldovaSeq-DNA021-106_S21,Lineage2,beijing,Non-MDR,0.006099937
TB-111-15203-18_S16,Lineage2,beijing,Non-MDR,0.006823033
TB-222-3339-19_S59,Lineage2,beijing,Non-MDR,0.006329942
TB-MoldovaSeq-DNA0249-3687_S59,Lineage2,beijing,Non-MDR,0.02932753
TB-444-4275-19_S286,Lineage2,beijing,Non-MDR,0.022014448
TB-111-1045-18_S249,Lineage2,beijing,Non-MDR,0.020400283
TB-111-16668-18-138_S124,Lineage2,beijing,Non-MDR,0.021616006
TB-MoldovaSeq-DNA141-1097_S142,Lineage2,beijing,MDR,0.029857592
TB-MoldovaSeq-DNA0202-2452_S12,Lineage2,beijing,Non-MDR,0.021904706
TB-222-2423-18_S144,Lineage2,beijing,Non-MDR,0.021080787
TB-333-3729-19F_S112,Lineage2,beijing,Non-MDR,0.021912803
TB-444-4537-18_S26,Lineage2,beijing,MDR,0.024474708
TB-444-4535-18_S26,Lineage2,beijing,MDR,0.024474708
TB-444-4553-18_S24,Lineage2,beijing,MDR,0.022663982
TB-222-6312-18_S113,Lineage2,beijing,MDR,0.021372342
TB-111-17557-19_S13,Lineage2,beijing,MDR,0.023102162
TB-111-18605-19_S71,Lineage2,beijing,MDR,0.020585857
TB-111-3906-19_S200,Lineage2,beijing,MDR,0.024463995
TB-111-3905-19_S247,Lineage2,beijing,MDR,0.024463995
TB-111-3908-19_S201,Lineage2,beijing,MDR,0.024465984
TB-111-9725-18_S81,Lineage2,beijing,MDR,0.019794781
TB-333-2089-19_S39,Lineage2,beijing,MDR,0.021362822
TB-222-1257-18_S107,Lineage2,beijing,MDR,0.023067582
TB-MoldovaSeq-DNA0217-5425_S27,Lineage2,beijing,MDR,0.023067582
TB-111-8103-18_S73,Lineage2,beijing,MDR,0.023533968
TB-111-10693-18_S43,Lineage2,beijing,MDR,0.020426725
TB-MoldovaSeq-DNA0292-4416_S295,Lineage2,beijing,MDR,0.022634724
TB-222-1682-19-138_S4,Lineage2,beijing,MDR,0.021736846
TB-222-2441-19_S193,Lineage2,beijing,MDR,0.021789141
TB-111-20322-19_S85,Lineage2,beijing,MDR,0.02543401
TB-111-13199-18_S117,Lineage2,beijing,MDR,0.022648272
TB-222-2259-19_S210,Lineage2,beijing,MDR,0.024054051
TB-111-15218-19_S154,Lineage2,beijing,MDR,0.024540446
TB-111-17329-18-138_S9,Lineage2,beijing,MDR,0.02407177
TB-111-352-19_S150,Lineage2,beijing,MDR,0.02407177
TB-111-15348-18_S156,Lineage2,beijing,MDR,0.021294756
TB-333-362-19_S186,Lineage2,beijing,MDR,0.021713046
TB-111-20347-18_S24,Lineage2,beijing,Non-MDR,0.028933077
TB-222-6788-19_S224,Lineage2,beijing,MDR,0.024777015
TB-222-6789-19_S261,Lineage2,beijing,MDR,0.024777015
TB-111-16871-18_S144,Lineage2,beijing,Non-MDR,0.027321895
TB-111-7348-18_S178,Lineage2,beijing,Non-MDR,0.024800454
TB-333-1897-19_S21,Lineage2,beijing,MDR,0.024333742
TB-111-6043-18_S2,Lineage2,beijing,MDR,0.023780554
TB-111-18519-19_S66,Lineage2,beijing,MDR,0.01759936
TB-111-4496-19_S199,Lineage2,beijing,MDR,0.023032345
TB-111-6510-19_S48,Lineage2,beijing,MDR,0.023032345
TB-222-5486-19_S225,Lineage2,beijing,Non-MDR,0.027149215
TB-111-14828-19_S124,Lineage2,beijing,Non-MDR,0.021405483
TB-111-14831-19_S109,Lineage2,beijing,MDR,0.024421212
TB-111-9099-18_S13,Lineage2,beijing,MDR,0.0273142
TB-111-18937-18_S80,Lineage2,beijing,Non-MDR,0.025755379
TB-444-4325-19_S89,Lineage2,beijing,MDR,0.025278617
TB-111-3954-19_S21,Lineage2,beijing,MDR,0.025322828
TB-111-15711-18-138_S15,Lineage2,beijing,Non-MDR,0.024837248
TB-222-5873-19_S247,Lineage2,beijing,MDR,0.024363767
TB-111-14933-19_S121,Lineage2,beijing,Non-MDR,0.024814375
TB-111-6435-18_S186,Lineage2,beijing,Non-MDR,0.026808246
TB-444-5363-18_S57,Lineage2,beijing,MDR,0.02267716
TB-222-2108-18_S149,Lineage2,beijing,Non-MDR,0.03037978
TB-111-10812-18_S5,Lineage2,beijing,Non-MDR,0.029230735
TB-222-3836-18_S178,Lineage2,beijing,Non-MDR,0.029209164
TB-222-2174-19_S78,Lineage2,beijing,Non-MDR,0.027046821
TB-222-1648-19_S16,Lineage2,beijing,Non-MDR,0.028645182
TB-222-5067-18_S71,Lineage2,beijing,Non-MDR,0.028645182
TB-MoldovaSeq-DNA137-1826_S138,Lineage2,beijing,MDR,0.023725822
TB-111-1083-19-138_S95,Lineage2,beijing,Non-MDR,0.022387616
TB-111-1279-18-138_S64,Lineage2,beijing,Non-MDR,0.024200801
TB-222-2112-19_S65,Lineage2,beijing,MDR,0.024540503
TB-111-9753-19_S206,Lineage2,beijing,MDR,0.025031575
TB-111-17495-19_S80,Lineage2,beijing,MDR,0.025496105
TB-222-5569-19_S214,Lineage2,beijing,MDR,0.025496105
TB-111-164-19_S126,Lineage2,beijing,Non-MDR,0.02407294
TB-333-2317-19_S24,Lineage2,beijing,Non-MDR,0.025972583
TB-333-601-19_S127,Lineage2,beijing,Non-MDR,0.024980305
TB-MoldovaSeq-DNA0326-4164_S329,Lineage2,beijing,Non-MDR,0.024980305
TB-111-1972-19-138_S108,Lineage2,beijing,Non-MDR,0.026754804
TB-111-20245-19_S160,Lineage2,beijing,Non-MDR,0.0260918
TB-111-3843-19_S269,Lineage2,beijing,MDR,0.02652082
TB-222-529-18_S140,Lineage2,beijing,Non-MDR,0.026028851
TB-222-5371-19_S262,Lineage2,beijing,MDR,0.027056216
TB-MoldovaSeq-DNA041-423_S41,Lineage2,beijing,MDR,0.022753629
TB-MoldovaSeq-DNA158-1567_S159,Lineage2,beijing,MDR,0.026525673
TB-111-19444-19_S87,Lineage2,beijing,Non-MDR,0.021926914
TB-111-17023-19_S10,Lineage2,beijing,Non-MDR,0.025764234
TB-222-4220-18_S212,Lineage2,beijing,Non-MDR,0.024785844
TB-222-6865-19_S255,Lineage2,beijing,Non-MDR,0.027291019
TB-MoldovaSeq-DNA0237-3588_S47,Lineage2,beijing,Non-MDR,0.026269473
TB-222-5241-19_S252,Lineage2,beijing,Non-MDR,0.026782728
TB-111-24254-18F_S32,Lineage2,beijing,Non-MDR,0.026782728
TB-111-12951-18_S183,Lineage2,beijing,MDR,0.023930762
TB-111-17371-18_S101,Lineage2,beijing,Non-MDR,0.019760104
TB-111-17584-19_S14,Lineage2,beijing,Non-MDR,0.029345401
TB-111-7256-18_S183,Lineage2,beijing,Non-MDR,0.024512369
TB-111-12453-19_S254,Lineage2,beijing,Non-MDR,0.028950684
TB-111-2911-19_S122,Lineage2,beijing,Non-MDR,0.026793018
TB-333-2968-19_S137,Lineage2,beijing,Non-MDR,0.025301554
TB-333-4324-19_S181,Lineage2,beijing,Non-MDR,0.0278667
TB-111-16888-18_S66,Lineage2,beijing,Non-MDR,0.025288317
TB-111-8861-19_S138,Lineage2,beijing,Non-MDR,0.02730586
TB-111-4456-19_S224,Lineage2,beijing,Non-MDR,0.026795675
TB-111-5620-19_S30,Lineage2,beijing,Non-MDR,0.027316912
TB-111-777-19_S262,Lineage2,beijing,Non-MDR,0.030076481
TB-111-7423-18_S7,Lineage2,beijing,Non-MDR,0.025774565
TB-222-3461-18-138_S36,Lineage2,beijing,Non-MDR,0.028392237
TB-222-6448-19_S230,Lineage2,beijing,Non-MDR,0.025781628
TB-MoldovaSeq-DNA147-2239_S148,Lineage2,beijing,Non-MDR,0.025782588
TB-444-2261-18_S13,Lineage2,beijing,Non-MDR,0.025784681
TB-444-2270-18_S198,Lineage2,beijing,Non-MDR,0.025305322
TB-222-6492-19_S267,Lineage2,beijing,Non-MDR,0.025797711
TB-333-2519-19_S35,Lineage2,beijing,Non-MDR,0.027878458
TB-111-16154-18_S89,Lineage2,beijing,Non-MDR,0.026816582
TB-111-8991-18_S48,Lineage2,beijing,Non-MDR,0.027322379
TB-111-20505-18_S19,Lineage2,beijing,Non-MDR,0.02483131
TB-333-2384-19_S26,Lineage2,beijing,Non-MDR,0.025809466
TB-333-5529-19_S64,Lineage2,beijing,Non-MDR,0.029500104
TB-333-667-19_S43,Lineage2,beijing,Non-MDR,0.030056563
TB-222-1888-19_S76,Lineage2,beijing,Non-MDR,0.028936589
TB-333-643-19_S84,Lineage2,beijing,Non-MDR,0.025778385
TB-222-1767-19_S95,Lineage2,beijing,Non-MDR,0.026809868
TB-111-15072-18-138_S69,Lineage2,beijing,Non-MDR,0.026848014
TB-111-12254-18_S120,Lineage2,beijing,Non-MDR,0.023037215
TB-444-4875-19_S32,Lineage2,beijing,Non-MDR,0.023481297
TB-333-579-19_S180,Lineage2,beijing,Non-MDR,0.026642627
TB-111-18148-19_S120,Lineage2,beijing,Non-MDR,0.028221998
TB-333-5403-19_S170,Lineage2,beijing,Non-MDR,0.026642731
TB-MoldovaSeq-DNA0275-4965_S85,Lineage2,beijing,Non-MDR,0.027676266
TB-111-15256-19_S25,Lineage2,beijing,Non-MDR,0.025006649
TB-111-18713-19_S37,Lineage2,beijing,Non-MDR,0.025006649
TB-111-20964-19_S21,Lineage2,beijing,Non-MDR,0.02672611
TB-444-2978-18_S212,Lineage2,beijing,Non-MDR,0.026194841
TB-MoldovaSeq-DNA191-2977_S1,Lineage2,beijing,Non-MDR,0.026194841
TB-MoldovaSeq-DNA0309-5304_S312,Lineage2,beijing,Non-MDR,0.027242686
TB-111-16955-18_S91,Lineage2,beijing,Non-MDR,0.029015769
TB-111-838-19_S255,Lineage2,beijing,Non-MDR,0.025222295
TB-111-12057-18_S119,Lineage2,beijing,Non-MDR,0.026722157
TB-222-6935-19_S242,Lineage2,beijing,Non-MDR,0.028885756
TB-111-4-19F_S94,Lineage2,beijing,Non-MDR,0.02621489
TB-111-662-18-138_S154,Lineage2,beijing,Non-MDR,0.028750477
TB-111-21295-19_S149,Lineage2,beijing,Non-MDR,0.028089923
TB-111-24592-18F_S225,Lineage2,beijing,Non-MDR,0.029210187
TB-222-1300-19_S93,Lineage2,beijing,Non-MDR,0.026516606
TB-111-18146-19_S64,Lineage2,beijing,Non-MDR,0.028759917
TB-111-12836-18_S140,Lineage2,beijing,Non-MDR,0.025634343
TB-111-9806-19_S134,Lineage2,beijing,Non-MDR,0.027161165
TB-111-18597-19_S55,Lineage2,beijing,Non-MDR,0.025175459
TB-111-637-19_S221,Lineage2,beijing,Non-MDR,0.026170458
TB-111-19181-18-138_S55,Lineage2,beijing,Non-MDR,0.025671154
TB-111-7315-19_S99,Lineage2,beijing,Non-MDR,0.024698292
TB-MoldovaSeq-DNA165-1641_S166,Lineage2,beijing,Non-MDR,0.023328958
TB-444-3866-18_S88,Lineage2,beijing,Non-MDR,0.024263925
TB-444-6299-18_S42,Lineage2,beijing,Non-MDR,0.022465222
TB-MoldovaSeq-DNA020-75_S20,Lineage2,beijing,Non-MDR,0.02426001
TB-MoldovaSeq-DNA125-1433_S126,Lineage2,beijing,Non-MDR,0.02335212
TB-111-23190-18F_S230,Lineage2,beijing,Non-MDR,0.026645227
TB-111-7306-18_S179,Lineage2,beijing,Non-MDR,0.028239752
TB-MoldovaSeq-DNA0255-3062_S65,Lineage2,beijing,Non-MDR,0.028237494
TB-111-376-19_S243,Lineage2,beijing,Non-MDR,0.028785643
TB-111-4-19-138_S54,Lineage2,beijing,Non-MDR,0.027160071
TB-111-9735-18_S118,Lineage2,beijing,Non-MDR,0.028206667
TB-DNA0372_S229,Lineage2,beijing,Non-MDR,0.029905644
TB-111-16364-19_S4,Lineage2,beijing,Non-MDR,0.030484548
TB-111-20815-18_S40,Lineage2,beijing,Non-MDR,0.026119138
TB-MoldovaSeq-DNA0231-3743_S41,Lineage2,beijing,Non-MDR,0.029328022
TB-MoldovaSeq-DNA0243-3742_S53,Lineage2,beijing,Non-MDR,0.029328022
TB-DNA0358_S215,Lineage2,beijing,Non-MDR,0.025147405
TB-111-17888-18_S150,Lineage2,beijing,Non-MDR,0.025636892
TB-444-1559-18_S29,Lineage2,beijing,Non-MDR,0.029370778
TB-111-15914-18_S72,Lineage2,beijing,Non-MDR,0.028387956
TB-111-19854-18_S163,Lineage2,beijing,Non-MDR,0.030659561
TB-333-3148-19_S78,Lineage2,beijing,Non-MDR,0.028943547
TB-444-6730-18_S177,Lineage2,beijing,MDR,0.022534106
TB-MoldovaSeq-DNA098-284_S99,Lineage2,beijing,MDR,0.022532285
TB-MoldovaSeq-DNA160-1247_S161,Lineage2,beijing,MDR,0.022974965
TB-222-5589-19_S15,Lineage2,beijing,MDR,0.023044872
TB-333-1625-19_S13,Lineage2,beijing,MDR,0.023117665
TB-222-550-18_S19,Lineage2,beijing,MDR,0.019818508
TB-222-3636-19_S114,Lineage2,beijing,Non-MDR,0.022896855
TB-111-16366-19_S111,Lineage2,beijing,Non-MDR,0.025767327
TB-444-4276-19_S7,Lineage2,beijing,Non-MDR,0.026106379
TB-444-4689-19_S82,Lineage2,beijing,Non-MDR,0.025623113
TB-444-5430-19_S74,Lineage2,beijing,Non-MDR,0.0241961
TB-444-80-19_S256,Lineage2,beijing,Non-MDR,0.025620859
TB-222-517-19_S1,Lineage2,beijing,Non-MDR,0.02563483
TB-111-18296-18_S50,Lineage2,beijing,MDR,0.024670241
TB-444-5924-18_S109,Lineage2,beijing,MDR,0.026132276
TB-222-6436-18_S141,Lineage2,beijing,Non-MDR,0.024204535
TB-MoldovaSeq-DNA0196-1878_S6,Lineage2,beijing,Non-MDR,0.025149657
TB-111-8958-18_S77,Lineage2,beijing,Non-MDR,0.032801475
TB-MoldovaSeq-DNA0218-4275_S28,Lineage2,beijing,Non-MDR,0.034010898
TB-111-3TB-333-19_S116,Lineage2,beijing,Non-MDR,0.031964651
TB-111-17085-19_S54,Lineage2,beijing,Non-MDR,0.031370298
TB-111-12039-18_S255,Lineage2,beijing,Non-MDR,0.031396684
TB-111-7582-18_S8,Lineage2,beijing,Non-MDR,0.030765399
TB-111-1481-18-138_S63,Lineage2,beijing,Non-MDR,0.034794071
TB-444-5426-18_S29,Lineage2,beijing,Non-MDR,0.034123051
TB-444-6340-18_S96,Lineage2,beijing,Non-MDR,0.034123051
TB-111-5633-19_S78,Lineage2,beijing,Non-MDR,0.034166864
TB-444-3582-18_S46,Lineage2,beijing,Non-MDR,0.02929323
TB-444-3826-18_S120,Lineage2,beijing,Non-MDR,0.034195751
TB-444-3655-18_S128,Lineage2,beijing,Non-MDR,0.032894601
TB-MoldovaSeq-DNA120-1556_S121,Lineage2,beijing,Non-MDR,0.034195751
TB-111-16408-19_S26,Lineage2,beijing,Non-MDR,0.030962697
TB-111-18825-19_S38,Lineage2,beijing,Non-MDR,0.030962697
TB-DNA0367_S224,Lineage2,beijing,Non-MDR,0.033481301
TB-111-21515-19_S82,Lineage2,beijing,Non-MDR,0.032220545
TB-333-1295-19-138_S59,Lineage2,beijing,Non-MDR,0.033473936
TB-111-14915-19_S44,Lineage2,beijing,Non-MDR,0.034123675
TB-111-19737-19_S32,Lineage2,beijing,Non-MDR,0.034123675
TB-111-257-19_S211,Lineage2,beijing,Non-MDR,0.034134538
TB-333-3150-19_S156,Lineage2,beijing,Non-MDR,0.034548577
TB-111-571-19_S162,Lineage2,beijing,Non-MDR,0.034548577
TB-111-254-19_S240,Lineage2,beijing,Non-MDR,0.034551387
TB-333-4869-19_S74,Lineage2,beijing,Non-MDR,0.036966889
TB-444-4476-19_S11,Lineage2,beijing,Non-MDR,0.030996807
TB-111-12357-18_S122,Lineage2,beijing,Non-MDR,0.030387522
TB-111-16224-19_S68,Lineage2,beijing,Non-MDR,0.029824931
TB-DNA0355_S212,Lineage2,beijing,Non-MDR,0.031598532
TB-MoldovaSeq-DNA044-512_S44,Lineage2,beijing,Non-MDR,0.034137287
TB-111-15778-18_S29,Lineage2,beijing,Non-MDR,0.034803969
TB-111-616-18_S264,Lineage2,beijing,Non-MDR,0.035460558
TB-111-20820-19_S72,Lineage2,beijing,Non-MDR,0.035462307
TB-333-5531-19-138_S111,Lineage2,beijing,Non-MDR,0.034134357
TB-111-14697-18-138_S13,Lineage2,beijing,Non-MDR,0.030384033
TB-222-4120-18_S210,Lineage2,beijing,Non-MDR,0.03099099
TB-111-2675-19_S46,Lineage2,beijing,Non-MDR,0.02763944
TB-444-894-19-138_S16,Lineage2,beijing,Non-MDR,0.029853553
TB-444-3447-18_S201,Lineage2,beijing,Non-MDR,0.031521106
TB-444-3464-18_S20,Lineage2,beijing,Non-MDR,0.031038163
TB-111-19502-18_S100,Lineage2,beijing,Non-MDR,0.036113893
TB-333-909-19_S44,Lineage2,beijing,Non-MDR,0.031527769
TB-111-18879-18-138_S27,Lineage2,beijing,Non-MDR,0.034047449
TB-111-2571-19_S237,Lineage2,beijing,Non-MDR,0.034135723
TB-111-8244-18_S61,Lineage2,beijing,Non-MDR,0.035665591
TB-111-4396-19_S169,Lineage2,beijing,Non-MDR,0.033219703
